County,State,Adult Obesity (2018),Adult Smoking (2018),Limited Access To Healthy Foods (2018),Poverty Rate (2018)
Howard County, AR,0.349000007,0.226643249,0.206911191,
Transylvania County, NC,0.254999995,0.170473278,0.02405262,
Elko County, NV,0.307000011,0.179412812,0.088561758,
Independence County, AR,0.363999993,0.208288282,0.073136605,
Bayfield County, WI,0.293000013,0.166142583,0.104411334,
Tyrrell County, NC,0.324999988,0.213610902,0.06144413,
Douglas County, NV,0.228,0.135977104,0.125220269,
Izard County, AR,0.337000012,0.213773489,0.00546054,
Barron County, WI,0.324999988,0.156084403,0.031376105,
Clark County, NV,0.27700001,0.156667188,0.038417041,0.138786119
Jackson County, AR,0.344000012,0.238464773,0.104039878,
Union County, NC,0.282999992,0.147488654,0.038152833,0.057436056
Churchill County, NV,0.252000004,0.184419036,0.092387855,
Jefferson County, AR,0.419999987,0.223609671,0.071019351,0.209948023
Ashland County, WI,0.310000002,0.168009326,0.127815545,
Vance County, NC,0.379999995,0.212492481,0.050905447,
York County, NE,0.347000003,0.163617983,0.045740563,
Johnson County, AR,0.375999987,0.217338026,0.029038478,
Adams County, WI,0.333000004,0.157735124,0.033279784,
Wheeler County, NE,0.291999996,0.148634627,0.362028301,
Lafayette County, AR,0.381999999,0.206880853,0.094076246,
Wake County, NC,0.229000002,0.13614063,0.049094211,0.083575083
Webster County, NE,0.316000015,0.176251605,0.145063072,
Lawrence County, AR,0.324000001,0.212611228,0.155601621,
Wyoming County, WV,0.405000001,0.253491431,0.037098624,
Warren County, NC,0.368999988,0.213944435,0.042555962,
Wayne County, NE,0.32100001,0.134905428,0.015660856,
Lee County, AR,0.391000003,0.259911209,0.273262382,
Wood County, WV,0.363999993,0.211705074,0.066036381,0.149506415
Washington County, NE,0.316000015,0.129628062,0.004445533,
Lincoln County, AR,0.36500001,0.228257433,0.167834803,
Washington County, NC,0.321999997,0.192747772,0.129452989,
Valley County, NE,0.335000008,0.154186383,0.073904559,
Little River County, AR,0.375999987,0.204905286,0.049105335,
Wirt County, WV,0.372999996,0.226598129,0.001539114,
Watauga County, NC,0.270999998,0.201561764,0.026323991,
Thurston County, NE,0.432999998,0.288433582,0.074187309,
Logan County, AR,0.391000003,0.201431707,0.049134865,
Wetzel County, WV,0.35800001,0.235252097,0.198879495,
Thomas County, NE,0.328000009,0.144686311,0.270617127,
Lonoke County, AR,0.381000012,0.185699746,0.066371538,0.138679792
Wayne County, NC,0.381999999,0.197712898,0.086494505,0.225227259
Thayer County, NE,0.307999998,0.135622606,0.068756834,
Madison County, AR,0.347000003,0.217008606,0.120480172,
Webster County, WV,0.39199999,0.236520216,0.006593008,
Wilkes County, NC,0.298000008,0.189828247,0.060246248,0.20743611
Stanton County, NE,0.347000003,0.156522393,0.180504084,
Marion County, AR,0.331,0.199604169,0.067152098,
Wayne County, WV,0.38499999,0.244739145,0.044002321,
Sioux County, NE,0.275999993,0.158337355,0.248861551,
Miller County, AR,0.337000012,0.214013636,0.137118042,
Wilson County, NC,0.330000013,0.197860926,0.011086579,0.220951355
Sherman County, NE,0.342000008,0.141661793,0.284474641,
Mississippi County, AR,0.414999992,0.223515749,0.072484024,
Upshur County, WV,0.368000001,0.216442525,0.027188018,
Yadkin County, NC,0.324999988,0.184996963,0.00913846,
Sheridan County, NE,0.331999987,0.168058127,0.129044741,
Monroe County, AR,0.358999997,0.224451378,0.063405946,
Tyler County, WV,0.323000014,0.210917711,0.044918459,
Seward County, NE,0.300999999,0.140696496,0.01871809,
Montgomery County, AR,0.356999993,0.193663985,0.111948259,
Yancey County, NC,0.294,0.178308666,0.004780375,
Scotts Bluff County, NE,0.351000011,0.189239174,0.02322414,
Nevada County, AR,0.356000006,0.243773893,0.143345729,
Tucker County, WV,0.377000004,0.199863955,0.01180461,
Adams County, ND,0.323000014,0.148534074,0.068820447,
Saunders County, NE,0.31099999,0.151469737,0.038830109,
Newton County, AR,0.317999989,0.207826898,0.213205546,
Taylor County, WV,0.351999998,0.215970859,0.008220123,
Sarpy County, NE,0.316000015,0.148233503,0.050585374,0.057619019
Ouachita County, AR,0.363000005,0.208495438,0.13610737,
Barnes County, ND,0.356999993,0.156720862,0.063878134,
Saline County, NE,0.335000008,0.162944153,0.062982805,
Perry County, AR,0.36500001,0.198848188,0.06273631,
Summers County, WV,0.342999995,0.229992568,0.054461099,
Benson County, ND,0.335000008,0.299241304,0.172883868,
Rock County, NE,0.284000009,0.154197797,0.093267582,
Phillips County, AR,0.43599999,0.264576405,0.310328871,
Roane County, WV,0.372999996,0.23345311,0.081144631,
Richardson County, NE,0.382999986,0.189415783,0.115800381,
Pike County, AR,0.36500001,0.204754531,0.109857678,
Billings County, ND,0.280999988,0.167229459,0.263157904,
Red Willow County, NE,0.337000012,0.15718089,0.150078014,
Poinsett County, AR,0.398999989,0.230487093,0.19070904,
Ritchie County, WV,0.374000013,0.236254022,0.04879434,
Bottineau County, ND,0.317000002,0.16147387,0.120841451,
Polk County, NE,0.342000008,0.150192022,0.01369269,
Polk County, AR,0.338,0.212636009,0.204679713,
Randolph County, WV,0.340999991,0.235350609,0.035740975,
Platte County, NE,0.319000006,0.142969131,0.060760759,
Pope County, AR,0.323000014,0.201203898,0.061580371,
Bowman County, ND,0.301999986,0.138779283,0.040281106,
Pierce County, NE,0.340000004,0.156564265,0.172109768,
Prairie County, AR,0.370999992,0.204269037,0.196597353,
Raleigh County, WV,0.368000001,0.230664909,0.131891146,0.216081034
Burke County, ND,0.326000005,0.17380026,0.314317077,
Phelps County, NE,0.344999999,0.150602862,0.041591175,
Pulaski County, AR,0.323000014,0.189192653,0.104273565,0.169647204
Putnam County, WV,0.349000007,0.179260105,0.056885555,
Perkins County, NE,0.256999999,0.141451463,0.090785697,
Randolph County, AR,0.351999998,0.197431162,0.145919099,
Burleigh County, ND,0.296000004,0.157974005,0.04463454,0.070608602
Pawnee County, NE,0.312999994,0.180065036,0.067672499,
St. Francis County, AR,0.444999993,0.246093631,0.151199475,
Preston County, WV,0.351000011,0.221114203,0.079895087,
Cass County, ND,0.298000008,0.145302474,0.026793614,0.109518095
Otoe County, NE,0.349000007,0.184560925,0.032510802,
Saline County, AR,0.328000009,0.166181445,0.061248854,0.106293952
Pocahontas County, WV,0.317999989,0.218859494,0.17566593,
Nuckolls County, NE,0.335999995,0.149457157,0.121426456,
Scott County, AR,0.335000008,0.203679919,0.07833039,
Cavalier County, ND,0.372000009,0.140875161,0.081279971,
Nemaha County, NE,0.388000011,0.157433063,0.00641816,
Searcy County, AR,0.363000005,0.200389341,0.16529578,
Pleasants County, WV,0.335999995,0.214396864,0.032601114,
Dickey County, ND,0.317999989,0.145474464,0.032097809,
Nance County, NE,0.296000004,0.164763808,0.150805116,
Sebastian County, AR,0.34799999,0.218242168,0.03719905,0.154466772
Pendleton County, WV,0.363000005,0.205088481,0.18137756,
Morrill County, NE,0.333000004,0.170139134,0.19893299,
Sevier County, AR,0.368000001,0.209476322,0.111632586,
Divide County, ND,0.293000013,0.149783224,0.098660812,
Merrick County, NE,0.324999988,0.149143413,0.118376434,
Sharp County, AR,0.370999992,0.216567561,0.101830199,
Ohio County, WV,0.349000007,0.189589381,0.080936082,
Dunn County, ND,0.335999995,0.170947388,0.129136458,
Madison County, NE,0.328000009,0.172824219,0.071022898,
Stone County, AR,0.345999986,0.20971927,0.13569732,
Nicholas County, WV,0.382999986,0.222037613,0.026852105,
McPherson County, NE,0.319999993,0.154683277,0.276995301,
Union County, AR,0.386000007,0.199856237,0.134867981,
Eddy County, ND,0.326000005,0.163066536,0.098257408,
Loup County, NE,0.319000006,0.140347928,0.296699345,
Van Buren County, AR,0.340000004,0.201660261,0.06098241,
Morgan County, WV,0.354999989,0.203694209,0.074372709,
Emmons County, ND,0.335999995,0.155714273,0.15368548,
Logan County, NE,0.326999992,0.156493142,0.035031702,
Washington County, AR,0.298999995,0.206897467,0.060605247,0.16042659
Monroe County, WV,0.321999997,0.216348469,0.054477517,
Lincoln County, NE,0.32100001,0.182077691,0.069177262,
White County, AR,0.379999995,0.194055066,0.052108269,0.174152571
Foster County, ND,0.340000004,0.156586334,0.047612797,
Lancaster County, NE,0.272000015,0.143335864,0.027782939,0.124459673
Woodruff County, AR,0.363999993,0.21873796,0.026331842,
Monongalia County, WV,0.296999991,0.197417736,0.070978716,0.195509413
Golden Valley County, ND,0.340000004,0.173208192,0.3637501,
Knox County, NE,0.321999997,0.158640608,0.033581398,
Yell County, AR,0.36500001,0.207738981,0.054867048,
Mingo County, WV,0.377000004,0.248402357,0.023895022,
Kimball County, NE,0.328999996,0.171494469,0.029979419,
Alameda County, CA,0.188999996,0.106735326,0.010025395,0.089000997
Grand Forks County, ND,0.319999993,0.177265868,0.087916777,0.143183664
Keya Paha County, NE,0.31400001,0.134804159,0.416296422,
Alpine County, CA,0.228,0.148022532,0.12474817,
Mineral County, WV,0.354999989,0.2223759,0.050081555,
Grant County, ND,0.337000012,0.170269012,0.163596421,
Keith County, NE,0.27700001,0.159127489,0.061318871,
Amador County, CA,0.252999991,0.110444367,0.035713587,
Mercer County, WV,0.361999989,0.23902455,0.085093215,
Kearney County, NE,0.335999995,0.14835839,0.024657747,
Butte County, CA,0.254000008,0.141556174,0.074378923,0.18758317
Griggs County, ND,0.273000002,0.138560504,0.063228615,
Johnson County, NE,0.317999989,0.177129954,0.077608511,
Calaveras County, CA,0.257999986,0.117439911,0.027477156,
Mason County, WV,0.382999986,0.24477379,0.08484254,
Hettinger County, ND,0.300999999,0.157184005,0.262780905,
Jefferson County, NE,0.370999992,0.159122303,0.057876784,
Colusa County, CA,0.268000007,0.12360166,0.029514419,
Marshall County, WV,0.377000004,0.215158418,0.09058816,
Howard County, NE,0.319000006,0.147738993,0.050368238,
Contra Costa County, CA,0.241999999,0.104685672,0.029685104,0.077330272
Kidder County, ND,0.317999989,0.151297122,0.274466157,
Hooker County, NE,0.270000011,0.147411689,0.057633858,
Del Norte County, CA,0.245000005,0.151470646,0.140013099,
Marion County, WV,0.344999999,0.259929329,0.05298559,
LaMoure County, ND,0.317000002,0.152954385,0.090197198,
Holt County, NE,0.307000011,0.133801207,0.088177472,
El Dorado County, CA,0.187000006,0.109934509,0.060570054,0.079408615
McDowell County, WV,0.44600001,0.278533012,0.006351484,
Hitchcock County, NE,0.361000001,0.173479006,0.443587393,
Fresno County, CA,0.268000007,0.141818687,0.04161996,0.214974071
Logan County, ND,0.319000006,0.135490075,0.136274204,
Hayes County, NE,0.345999986,0.164514557,0.325764179,
Glenn County, CA,0.270000011,0.140033051,0.035679583,
Logan County, WV,0.418000013,0.223052338,0.022502877,
McHenry County, ND,0.333999991,0.16558668,0.2159881,
Harlan County, NE,0.363000005,0.172412664,0.01824655,
Humboldt County, CA,0.275000006,0.152797773,0.061924808,0.21037711
Lincoln County, WV,0.388000011,0.243230715,0.000177615,
Hamilton County, NE,0.321999997,0.136726543,0.027509132,
Imperial County, CA,0.280999988,0.134329811,0.092047669,0.231494671
McIntosh County, ND,0.308999985,0.142374501,0.066326208,
Hall County, NE,0.328999996,0.161086738,0.1096178,
Inyo County, CA,0.238999993,0.118356183,0.121918619,
Lewis County, WV,0.360000014,0.210686952,0.02288679,
McKenzie County, ND,0.323000014,0.188221693,0.124427922,
Greeley County, NE,0.342000008,0.153419405,0.40070948,
Kern County, CA,0.316000015,0.16193141,0.053756535,0.205680953
Kanawha County, WV,0.351000011,0.213882014,0.076983646,0.178562328
Grant County, NE,0.30399999,0.17106761,0.471246004,
Kings County, CA,0.259000003,0.145464495,0.048646785,0.191879469
McLean County, ND,0.356000006,0.175086886,0.148749441,
Gosper County, NE,0.31400001,0.14166373,0.213429645,
Lake County, CA,0.263000011,0.154009774,0.088417962,0.176136003
Jefferson County, WV,0.360000014,0.187955081,0.011822753,
Mercer County, ND,0.305999994,0.147903115,0.039212599,
Garfield County, NE,0.279000014,0.139823362,0.030108333,
Lassen County, CA,0.256999999,0.138560772,0.072981715,
Jackson County, WV,0.338,0.229840845,0.053327709,
Garden County, NE,0.331,0.155241594,0.332826495,
Los Angeles County, CA,0.216000006,0.10605748,0.016477954,0.141413711
Morton County, ND,0.331,0.170385972,0.072631575,
Gage County, NE,0.35800001,0.172590479,0.0782867,
Madera County, CA,0.263000011,0.142694429,0.093803741,0.209043751
Harrison County, WV,0.331999987,0.201690406,0.0448712,0.188601842
Mountrail County, ND,0.370999992,0.207181647,0.023746815,
Furnas County, NE,0.32100001,0.164380133,0.096150249,
Marin County, CA,0.180999994,0.096697643,0.017059319,0.060264144
Hardy County, WV,0.395000011,0.203671038,0.143583119,
Frontier County, NE,0.351999998,0.157887116,0.31603235,
Mariposa County, CA,0.247999996,0.122550674,0.061266594,
Nelson County, ND,0.349999994,0.157596052,0.259152025,
Franklin County, NE,0.324000001,0.153161824,0.151900887,
Mendocino County, CA,0.248999998,0.140960053,0.067593619,0.189999884
Hancock County, WV,0.381000012,0.208515003,0.09395171,
Oliver County, ND,0.333000004,0.153569818,0.180434912,
Fillmore County, NE,0.342000008,0.160127774,0.057940505,
Merced County, CA,0.263000011,0.144593433,0.073323667,0.220409119
Hampshire County, WV,0.377999991,0.215857998,0.159537748,
Dundy County, NE,0.351000011,0.146154746,0.109247953,
Modoc County, CA,0.230000004,0.134463519,0.11697977,
Pembina County, ND,0.328999996,0.150179327,0.108242102,
Douglas County, NE,0.284000009,0.170772374,0.031212801,0.113070586
Mono County, CA,0.228,0.127871588,0.150602952,
Greenbrier County, WV,0.344999999,0.227690667,0.08324752,
Pierce County, ND,0.340000004,0.182251051,0.058562282,
Dodge County, NE,0.344999999,0.180760711,0.089355044,
Monterey County, CA,0.246000007,0.123651616,0.034736812,0.133570118
Grant County, WV,0.363999993,0.212119341,0.099562921,
Dixon County, NE,0.349000007,0.165041462,0.102801211,
Napa County, CA,0.231999993,0.109092608,0.0231924,0.091056685
Ramsey County, ND,0.340999991,0.193207055,0.039771684,
Deuel County, NE,0.328999996,0.159781709,0.097734705,
Nevada County, CA,0.210999995,0.118008718,0.06772805,0.10322816
Gilmer County, WV,0.372000009,0.260760069,0.029081846,
Ransom County, ND,0.354999989,0.160498723,0.037204266,
Dawson County, NE,0.344000012,0.173043862,0.118953615,
Orange County, CA,0.192000002,0.09995161,0.008911392,0.104529369
Fayette County, WV,0.367000014,0.265003651,0.083632663,
Dawes County, NE,0.294,0.167377338,0.087080128,
Placer County, CA,0.207000002,0.097152047,0.030248215,0.075001412
Renville County, ND,0.298999995,0.16629529,0.12102969,
Dakota County, NE,0.363000005,0.185208768,0.078197822,
Plumas County, CA,0.232999995,0.123206444,0.023366252,
Doddridge County, WV,0.386999995,0.226972133,0.00843072,
Richland County, ND,0.331,0.173726365,0.081880443,
Custer County, NE,0.338999987,0.154309973,0.170398727,
Riverside County, CA,0.257999986,0.123587288,0.06848193,0.127083996
Clay County, WV,0.36500001,0.239542291,0.095244609,
Cuming County, NE,0.314999998,0.138645664,0.012130783,
Sacramento County, CA,0.275999993,0.125303268,0.044226307,0.142778712
Rolette County, ND,0.395999998,0.317369968,0.038646784,
Colfax County, NE,0.312999994,0.144024044,0.064906903,
San Benito County, CA,0.228,0.109154232,0.031299286,
Calhoun County, WV,0.331999987,0.234581977,0.07794559,
Sargent County, ND,0.35800001,0.156410828,0.050563548,
Clay County, NE,0.317999989,0.165257335,0.14521268,
San Bernardino County, CA,0.273000002,0.130543873,0.080043122,0.148634203
Cabell County, WV,0.291000009,0.224986613,0.04371234,0.197034992
Cheyenne County, NE,0.307999998,0.150921941,0.059619781,
San Diego County, CA,0.201000005,0.111223273,0.030744402,0.113880295
Sheridan County, ND,0.337000012,0.167491943,0.226797357,
Cherry County, NE,0.273000002,0.140456811,0.14922072,
San Francisco County, CA,0.180999994,0.101555333,0.003219527,0.100131421
Brooke County, WV,0.393999994,0.191841781,0.073794879,
Sioux County, ND,0.349000007,0.383231312,0.262468874,
Chase County, NE,0.308999985,0.145201325,0.119162686,
San Joaquin County, CA,0.280000001,0.122277163,0.047694057,0.142201043
Braxton County, WV,0.351000011,0.223796874,0.087795891,
Cedar County, NE,0.312000006,0.125556305,0.047493421,
San Luis Obispo County, CA,0.229000002,0.112118937,0.044539683,0.13145682
Slope County, ND,0.277999997,0.15714401,0.258407474,
Cass County, NE,0.358999997,0.182600707,0.052281752,
San Mateo County, CA,0.187000006,0.090842493,0.010998051,0.067825182
Boone County, WV,0.391000003,0.247070774,0.026252553,
Stark County, ND,0.300999999,0.18316786,0.035157688,
Butler County, NE,0.340999991,0.160479337,0.052770842,
Santa Barbara County, CA,0.204999998,0.111877814,0.031294547,0.125436121
Berkeley County, WV,0.349999994,0.226605132,0.075634122,0.121852893
Burt County, NE,0.335999995,0.165303349,0.002607161,
Santa Clara County, CA,0.196999997,0.08199431,0.009925867,0.072243631
